CASEID,CONSENT,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8a,Q8b,Q8c,Q9,Q10a,Q10b,Q10c,Q10d,Q10e,Q10f,Q10g,Q10h,Q10i,Q10j,Q10k,Q10l,Q10m,Q10n,Q10o,Q10p,Q10q,Q10r,Q11a,Q11b,Q11c,Q11c_1,Q11c_2,Q11c_3,Q11c_4,Q11c_5,Q11c_6,Q11c_7,Q11c_8,Q11c_9,Q11c_10,Q11c_11,Q11c_12,Q11c_13,Q11c_14,Q11c_15,Q11c_16,Q11c_17,Q11c_18,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q14,Q15,Q16,Q16x,Q17,Q18,Q19,Q20a,Q20b,Q21,Q23,Q24,Q25,Q32a,Q32b,Q33,Q34,Q35,Q36,Q40,Q41,Q42,Q42x,Q43,AGE,Gender,Q16a,Q16b,Q16c,Q16c_1,Q16c_2,Q16c_3,Q16c_4,Q16c_5,Q16c_6,Q16d1,Q16d2,Q16d3,party,CNTY,FIPS,HOME,PERMAV,CD,SD,AD,F13,F14,F15,F16,F17,F18,F19,F20,EndDate,Durationinseconds,Finished,RecordedDate,lang,WEIGHT,ETHNICITY,LIKELY_2020_PRIMARY,LIKELY_2020_GENERAL
 672,1,2,4,5,5,2,2,1, ,1, , ,3,1,1,1,3,3,1,3,3,1,1,1,1,3,1,3,3,3, 2,13,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,3,2,1,2,1,1,2,1,1,1,1,1,4,2,1,1,1,1,2, ,1,3,1,1,1, ,4,1,"14                                                                                                                                                                                                                                            ",3,1, ,2,2,5,66,1,8,2,"      1",1,0,0,0,0,0,2,2,3,"        Democrat",49, 97,"H","Y", 2, 3,10,"A","A","N","A","A","A","A","A","04-JUN-2019 12:47:44",   596,1,"04-JUN-2019 12:47:45",1, 0.44031,1,1,1
 673,1,2,3,3,3,3,1,3, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,1,2,1,3,2,2,3,1,1,3,3,3,1,"8                                                                                                                                                                                                                                             ",1,2, ,2,2,4,41,1,8,2,"      6",1,0,0,0,0,0, , , ,"Decline to State",44, 87,"H","Y",20,17,29,"N","N","N","N","N","A","N","A","04-JUN-2019 12:47:51",  1007,1,"04-JUN-2019 12:47:53",1, 0.27919,1,2,2
 674,1,2,4,5,5,1,2,1, ,1, , ,1,1,1,1,2,3,1,3,1,1,1,3,1,3,3,3,3,3, 1,11,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,3,1,1,1,1,2,3,2,5,1,"3                                                                                                                                                                                                                                             ",2,1, ,2,1,4,49,1,7,2,"      1",1,0,0,0,0,0,1,3,3,"        Democrat",15, 29,"H","Y",23,16,34,"N","A","N","A","N","A","A","A","04-JUN-2019 12:47:53",   696,1,"04-JUN-2019 12:47:53",1, 0.56890,1,1,1
 675,1,2,4,1,2,4,1,1,1, , ,1, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,2,2,1,2,1,4,2,2,3,1,2,2, ,3,1,"5                                                                                                                                                                                                                                             ",1,2, ,2,2,6,44,1,8,2,"      1",1,0,0,0,0,0,1,1,1,"      Republican",19, 37,"H","Y",28,25,43,"N","N","N","P","A","A","A","A","04-JUN-2019 12:47:55",   502,1,"04-JUN-2019 12:47:56",1, 0.29965,1,1,1
 676,1,1,2,1,2,4,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,2,2,2,2,2,3,1,2,3,"3                                                                                                                                                                                                                                             ",1,1, ,2,2,3,68,2,7,2,"      1",1,0,0,0,0,0,3,3,3,"      Republican",37, 73," "," ",53,40,79,"N","N","N","N","N","P","P","P","04-JUN-2019 12:47:56",   614,1,"04-JUN-2019 12:47:56",1, 0.48523,1,1,1
 677,1,2,3,4,4,3,2,1, , ,1, ,3,1,3,3,3,3,1,3,3,3,1,3,1,3,3,3,3,3,19,  ,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,4,2,2,1,2,3,3,1,3,2,1,1,3,2,2,4,2,3,2,2,2,2,3,3,3,3,1,"6                                                                                                                                                                                                                                             ",1,1, ,2,1,4,38,2,4,2,"      1",1,0,0,0,0,0,2,2,1,"Decline to State",36, 71,"H","Y", 8,16,42,"N","P","N","N","N","A","A","A","04-JUN-2019 12:47:55",   950,1,"04-JUN-2019 12:47:56",1, 1.19066,1,1,1
 678,1,1,1,1,1,3,1,1,1, , ,2, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,3,2,4,2,2, ,2,3,2,2,3,2,3,1,"2                                                                                                                                                                                                                                             ",3,1, ,1,2,5,31,2,6,1,"       ", , , , , , ,1,1,2,"      Republican",30, 59," "," ",46,34,69,"N","N","N","N","N","P","P","N","04-JUN-2019 12:48:20",   446,1,"04-JUN-2019 12:48:21",1, 2.94793,2,1,1
 679,1,2,4,5,5,1,2,1, ,1, , ,1,1,1,1,1,1,2,3,2,2,1,3,2,3,3,3,3,3,11, 2,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,2,4,2,2,1,2,2,1,1,1,1,1,4,2,1,1,1,1,2, ,1,3,1,2,1, ,4,1,"7                                                                                                                                                                                                                                             ",4,2, ,2,2,6,42,1,7,2,"      3",0,0,1,0,0,0,1,2,1,"        Democrat",38, 75,"H","Y",12,11,19,"N","A","A","A","A","A","P","A","04-JUN-2019 12:48:25",   854,1,"04-JUN-2019 12:48:25",1, 0.43622,4,1,1
 680,1,2,4,4,5,2,2,1, ,1, , ,2,1,2,2,3,3,2,3,2,1,1,3,2,3,3,3,3,3, 2,10,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,3,1,2,3,1,2,1,1,2,1,1,1,1,1,4,2,2,1,1,1,2, ,1,2,1,2,1, ,5,5,"1                                                                                                                                                                                                                                             ",1,1, ,2,2,3,24,2,7,2,"      1",1,0,0,0,0,0,3,2,2,"        Democrat",37, 73," ","Y",53,39,78,"N","N","N","N","A","A","A","A","04-JUN-2019 12:48:28",   483,1,"04-JUN-2019 12:48:29",1, 0.09066,1,1,1
 681,1,2,4,5,5,2,1,2, , , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,3,2,1,2,1,3,1,1,1,1,2,1, ,4,1,"3.5                                                                                                                                                                                                                                           ",1,1, ,2,1,4,33,2,8,2,"      1",1,0,0,0,0,0,2,2,3,"Decline to State",19, 37," ","Y",30,18,46,"N","N","N","A","N","A","N","A","04-JUN-2019 12:48:37",   423,1,"04-JUN-2019 12:48:37",1, 0.58112,1,2,1
 682,1,2,4,5,5,2,2,1, , ,1, ,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3,3, 2, 7,",13,16,                                        ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,3,3,2,2,2,3,1,1,1,1,2,1,1,1,1,1,4,2,2,1,1,1,2, ,1,3,1,2,3,2,5,1,"4                                                                                                                                                                                                                                             ",3,1, ,2,2,2,30,1,7,2,"      1",1,0,0,0,0,0,1,3,2,"Decline to State", 1,  1," "," ",13, 9,18,"N","P","N","N","P","P","N","P","04-JUN-2019 12:48:43",  1006,1,"04-JUN-2019 12:48:44",1, 0.47322,1,1,1
 683,1,1,4,5,5,1,1,1, , ,1, ,3,1,3,3,3,3,1,3,3,3,2,3,1,3,3,3,3,3, 7, 2,",11,                                           ",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,3,4,2,3,4,1,2,1,1,2,2,1,2,1,1,4,3,2,1,1,1,3,1,1,4,1,2,4,2,3,1,"4                                                                                                                                                                                                                                             ",2,1, ,2,1,6,36,1,7,2,"      1",1,0,0,0,0,0,2,3,3,"Decline to State",19, 37,"H","Y",30,18,43,"P","P","P","P","P","P","P","P","04-JUN-2019 12:48:49",  2215,1,"04-JUN-2019 12:48:49",1, 0.57309,1,1,1
 684,1,2,4,5,5,2,2,1, ,1, , ,2,1,3,2,2,3,1,3,2,2,2,3,2,3,3,3,3,3, 2, 7,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,1,1,2,1,2,1,1,2,1,2,3,1,1,4,2,1,2,2, ,4,1,1,1,1,2,1, ,5,5,"1                                                                                                                                                                                                                                             ",2,1, ,2,2,4,36,1,5,2,"      1",1,0,0,0,0,0,4,4,4,"        Democrat",19, 37," ","Y",34,24,53,"N","N","N","N","A","A","A","A","04-JUN-2019 12:48:49",   538,1,"04-JUN-2019 12:48:51",1, 1.05693,1,1,1
 685,1,1,1,2,3,4,1,2,2, , , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,3,2,4,2,3,1,1,4,1,2,2, ,3,3,"4                                                                                                                                                                                                                                             ",1,1, ,2,1,4,57,2,5,1,"       ", , , , , , ,4,4,3,"      Republican",37, 73,"H","Y",50,38,75,"N","P","N","N","N","A","A","A","04-JUN-2019 12:49:01",   591,1,"04-JUN-2019 12:49:02",1, 0.58971,2,2,2
 686,1,2,4,5,5,1,2,1, ,1, , ,3,1,1,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3, 3,11,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,3,1,1,2,1,1,1,1,1,1,1,1,4,3,1,2,2,2,3,1,1,2,1,2,1, ,3,1,"4                                                                                                                                                                                                                                             ",1,1, ,2,2,4,32,2,5,1,"       ", , , , , , ,2,2,2,"        Democrat",56,111,"H","Y",26,19,37,"N","N","N","N","N","N","N","A","04-JUN-2019 12:49:02",   446,1,"04-JUN-2019 12:49:02",1, 0.48018,2,1,1
 687,1,1,1,1,3,4,1,1, , ,4, , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,2,1,2,2,3,3,1,3,1,"10                                                                                                                                                                                                                                            ",4,2,3,2,2,4,41,2,5,1,"       ", , , , , , ,3,3,4,"Decline to State",33, 65,"H","Y",42,28,67,"N","P","N","N","N","P","A","A","04-JUN-2019 12:49:04",   862,1,"04-JUN-2019 12:49:04",1, 0.39314,2,2,1
 688,1,1,2,1,3,4,1,2,1, , ,1, , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,4,2,4,1,1,3,2,4,4,1,2,1,"7                                                                                                                                                                                                                                             ",3,1, ,2,1,5,50,1,8,1,"       ", , , , , , ,2,2,3,"      Republican",33, 65,"H","Y",42,28,67,"N","N","N","N","N","A","A","A","04-JUN-2019 12:49:07",   459,1,"04-JUN-2019 12:49:07",1, 0.36708,2,1,1
 689,1,1,3,2,2,2,1,2, ,3, , , , , , , , , , , , , , , , , , , , ,  ,  ,"                                               ", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,1,1,1,4,1,2,4,2,2,3,3,2,1,"2                                                                                                                                                                                                                                             ",3,2, ,1,2,5,54,2,8,2,"      1",1,0,0,0,0,0,2,2,2,"        Democrat", 1,  1,"H","Y",15,10,20,"N","N","N","N","N","A","A","A","04-JUN-2019 12:49:08",  1305,1,"04-JUN-2019 12:49:08",1, 0.47229,1,2,1
 690,1,1,1,1,3,4,1,1, , ,1, ,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,3,3, 9,10,",1,2,3,4,5,6,7,11,15,                          ",1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,2,2,3,1,2,2,2,3,3,3,3,2,2,3,2,3,1,1,2,3,2,2,2,4,2,1,3,2,2,3,1,3,1,"                                                                                                                                                                                                                                              ",2,1, ,2,2,6,40,1,8,2,"      3",0,0,1,0,0,0,2,2,2,"Decline to State",19, 37,"H","Y",28,26,46,"N","A","P","A","A","A","A","A","04-JUN-2019 12:49:08",   604,1,"04-JUN-2019 12:49:09",1, 0.80622,4,1,1
 691,1, ,4,4,4,3,2,1, ,1, , ,2,1,2,1,1,1,1,2,3,1,2,3,2,2,1,2,2,3, 7, 2,",3,8,9,11,12,13,14,16,17,18,                   ",0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,4,1,1,1,1,1,1, ,5,1,"25                                                                                                                                                                                                                                            ",3,1, ,2,2,4,64,1,8,2,"      1",1,0,0,0,0,0,2,4,2,"        Democrat",38, 75," "," ",12,11,17,"P","P","P","P","N","P","P","P","04-JUN-2019 12:49:08",   776,1,"04-JUN-2019 12:49:09",1, 0.47935,1,1,1
 692,1,2,4,5,5,1,2,1, ,1, , ,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,3,2,2,11,10,",1,7,14,                                       ",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,4,2,1,1,1,1,4,1,1,2,1,1,1, ,4,1,"5                                                                                                                                                                                                                                             ",2,1, ,2,2,4,72,1,8,2,"      1",1,0,0,0,0,0,2,3,3,"        Democrat",33, 65,"H","Y",36,28,56,"N","N","N","A","A","A","A","A","04-JUN-2019 12:49:09",   699,1,"04-JUN-2019 12:49:11",1, 0.32783,1,1,1
 693,1,2,4,5,5,2,2,1, ,1, , ,1,1,1,1,1,1,1,3,3,1,1,3,1,3,1,3,3,3, 7, 2,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2, ,1,1,1,2,1, ,5,3,"3                                                                                                                                                                                                                                             ",4,1, ,2,1,5,84,2,8,2,"      1",1,0,0,0,0,0,2,3,2,"        Democrat",38, 75," ","Y",12,11,17,"A","A","A","A","A","A","A","A","04-JUN-2019 12:49:14",  2610,1,"04-JUN-2019 12:49:15",1, 0.53075,1,1,1
 694,1,2,4,5,5,2,2,2, ,1, , ,1,2,3,2,1,3,2,3,3,3,1,3,1,3,3,3,3,3,13,11,",                                              ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,2,3,2,2,2,1,1,2,1,2,1,1,4,2,2,1,2,1,3,2,1,3,1,2,1, ,4,1,"5                                                                                                                                                                                                                                             ",3,2, ,2,1,6,59,1,8,2,"      1",1,0,0,0,0,0,3,3,3,"        Democrat",19, 37,"H","Y",33,26,50,"A","N","N","P","A","A","A","A","04-JUN-2019 12:49:16",   598,1,"04-JUN-2019 12:49:16",1, 0.45643,1,1,1
 695,1,2,4,4,5,1,2,1, ,1, , ,1,1,3,1,1,3,3,3,3,3,1,3,1,3,1,3,3,3,15,11,",7,                                            ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,1,1,3,3,2,1,2,2,2,2,2,1,1,4,2,2,1,1,1,4,2,1,4,2,1,1, ,3,4,"20                                                                                                                                                                                                                                            ",4,1, ,2,2,3,75,2,8,2,"      1",1,0,0,0,0,0,3,2,3,"        Democrat",56,111,"H"," ",25,27,38,"P","P","N","N","N","N","N","P","04-JUN-2019 12:49:17",  2192,1,"04-JUN-2019 12:49:17",1, 0.74037,1,1,1
 696,1,2,4,5,5,1,1,1, ,1, , ,2,1,2,1,2,3,2,1,2,2,1,3,2,3,2,2,3,3,11, 2,",13,                                           ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,2,3,2,2,2,2,1,3,2,2,2,1,1,4,2,2,1,1,1,4,1,1,3,1,1,1, ,4,5,"3                                                                                                                                                                                                                                             ",3,1, ,2,2,6,49,2,7,2,"      1",1,0,0,0,0,0,1,1,1,"        Democrat",10, 19,"H","Y",21,12,31,"A","A","N","A","A","A","N","A","04-JUN-2019 12:49:17",  2008,1,"04-JUN-2019 12:49:19",1, 0.40336,1,1,1
